item,Distribuidor,Producto,Fabricante,composicion_por,Forma Farmacéutica,Procedencia,Liberación,Composición,Vías de Administración,Presentación,codigo_atc,descripcion_clasificacion,grupo_atc_3,grupo_atc_4
DE3096,4 LIFE RESEARCH PERU S.R.L.,4LIFE TRANSFER FACTOR VISTARI .,"BIOMEDICAL RESEARCH LABORATORIES, LLC.",CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,LUTEINA 65.000000 mg ACIDO ASCORBICO 32.400000 mg RIBES NIGRUM L. (GROSELLA NEGRA) (FRUTO) EN POLVO 29.200000 mg DL-ALFA ACETATO DE TOCOFERIL 2.980000 mg ZEAXANTINA 10.100000 mg ASTAXANTINA 0.500000 mg GLUCONATO DE ZINC 21.340000 mg ESPIRULINA ENTERA 15.900000 mg COMPLEJO CITRICO BIOFLAVONOIDE 15.300000 mg RUBUS FRUTICOSUS (MORA NEGRA) (FRUTO) EN POLVO 13.000000 mg PALMITATO DE ASCORBILO 9.880000 mg PALMITATO DE RETINOL 3.500000 mg BETACAROTENO 0.750000 mg CALOSTRO BOVINO (POLVO) 35.000000 mg YEMA DE HUEVO DESHIDRATADO 15.000000 mg,ORAL,Frasco de Polietileno de alta densidad plateado x 60 cápsulas.,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3099,INRETAIL PHARMA S.A.,L-CARNITINE (SUNVIT) 500 mg,AVANTI NUTRITIONAL LABORATORIES,CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,L-CARNITINA 500.000000 mg,ORAL,"Frasco de PET de color ámbar x 30, 60, 90, 100, 120, 150 y 180 Cápsulas",A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3100,PHARMARIS PERU S.A.C.,LIT-CONTROL PH DOWN .,"ELABORADOS DIETÉTICOS, S.A.U.",CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,L-METIONINA 500.000000 mg,ORAL,Caja de cartón x 30 y 60 cápsulas en blíster de PVDC incoloro/Aluminio plateado,B03AE10,Varias combinaciones,B03,B03A
DE3101,PHARMARIS PERU S.A.C.,LIT-CONTROL PH UP .,"ELABORADOS DIETÉTICOS, S.A.U.",CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,CITRATO DE POTASIO 200.000000 mg GLUCONATO DE ZINC 10.450000 mg THEOBROMA CACAO (CACAO) 150.000000 mg CITRATO DE MAGNESIO 200.000000 mg BETACAROTENO 1.000000 mg,ORAL,Caja de cartón x 30 y 60 cápsulas en blíster de PVDC incoloro/Aluminio plateado,V06DB,"Combinaciones de lípidos, carbohidratos, proteínas, minerales y vitaminas",V06,V06D
DE3102,PHARMARIS PERU S.A.C.,LIT-CONTROL PH BALANCE .,"ELABORADOS DIETÉTICOS, S.A.U.",DOSIS 1.00,CAPSULA,ESPAÑA,INMEDIATA,POR DOSIS 1.00 - EXTRACTO ALCOHOLICO DE VITIS VINIFERA (UVA) 125.000000 mg OXIDO DE MAGNESIO 91.820000 mg GLUCONATO DE ZINC 10.450000 mg,ORAL,Caja de cartón x 4 blister de PVDC incoloro/Alumino plateado. Blister x 15 cápsulas de PVDC incoloro/Alumino plateado.,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3107,PROVERSAL S.R.L.,N-MASS CREAMY VANILLA (ANS) .,NBF HOLDINGS USA INC.,DOSIS 332.00 g,POLVO PARA SOLUCION ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 332.00 g - CONCENTRADO DE PROTEINA DE SUERO DE LECHE 61.251000 g AVENA SATIVA 0.100000 g MEDICAGO SATIVA (HOJA) (ALFALFA) EN POLVO 0.186000 g AISLADO DE PROTEINA DE LECHE 5.100000 g CARUM CARVI (SEMILLA) EN POLVO 0.007000 g ORYZA SATIVA EN POLVO 0.100000 g CICHORIUM INTYBUS EN POLVO 0.100000 g CHENOPODIUM QUINOA (SEMILLA) EN POLVO 0.100000 g IPOMOEA BATATAS (RAIZ) EN POLVO 0.100000 g SEMILLA DE SALVIA HISPANICA EN POLVO 0.100000 g ZINGIBER OFFICINALE (RAIZ) EN POLVO 0.007000 g CITRUS SINENSIS (FRUTA) EN POLVO 0.007000 g CASEINA MICELAR POLVO 0.100000 g BROMELAINA 0.010000 g AMILASA 0.010000 g LACTASA 0.010000 g CREATINA 3.001000 g MALTODEXTRINA 243.920000 g,ORAL,"frasco de polietileno de alta densidad conteniendo 2.72 Kg (6 lb) color blanco con tapa rosca de polipropileno color negro cuchara dosificadora de polipropileno incolora con capacidad de 83 g. Bolsa de PET/AL/PEBD, color azul, conteniendo 6.8 Kg (15 lb) de producto, con cuchara dosificadora de polipropileno, incolora, con capacidad de 83 g.",V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
DE3108,LAB NUTRITION CORP S.A.C.,VITAMIN E 268 MG (400 IU) .,SOLGAR,CAPSULA,CAPSULA BLANDA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,VITAMINA E (TOCOFEROL) 268.000000 mg VITAMINA E (TOCOFEROL) 26.750000 mg,ORAL,"Frasco de vidrio tipo III ámbar por 30, 50, 60,70, 80, 90, 100, 120, 150, 160, 180, 200 y 250 cápsulas blandas.",A11HA03,Tocoferol (vit E),A11,A11H
DE3109,NATURE´S SUNSHINE PRODUCTS DEL PERU S.A.,OMEGA 3 .,"RIOJA NATURE PHARMA, S.L.",CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,VITAMINA E (TOCOFEROL) 268.000000 mg VITAMINA E (TOCOFEROL) 26.750000 mg,ORAL,FRASCO TEREFTALATO DE POLIETILENGLICOL X 120 CAPSULAS,B05BA02,Emulsiones grasas,B05,B05B
DE3114,FRESENIUS KABI PERU S.A.,DIBEN 1.5 DRINK SABOR VAINILLA .,FRESENIUS KABI DEUTSCHLAND GmbH.,DOSIS,EMULSION ORAL,ALEMANIA,INMEDIATA,PALMITATO DE RETINOL 0.264000 mg BETACAROTENO 0.330000 mg COLECALCIFEROL 0.002000 mg DL-ALFA ACETATO DE TOCOFEROL 1.080000 mg FITOMENADIONA 0.010600 mg,ORAL,Frasco de polietileno de alta densidad por 200 mL. Pack x 4 frascos de polietileno de alta densidad por 200 mL cada uno,A11AA01,Multivitamínicos con hierro,A11,A11A
DE3115,FRESENIUS KABI PERU S.A.,DIBEN 1.5 DRINK SABOR CAPUCHINO .,FRESENIUS KABI DEUTSCHLAND GmbH.,MILILITRO,EMULSION ORAL,ALEMANIA,INMEDIATA,PALMITATO DE RETINOL 0.264000 mg BETACAROTENO 0.330000 mg COLECALCIFEROL 0.002000 mg DL-ALFA ACETATO DE TOCOFEROL 1.080000 mg CLORHIDRATO DE TIAMINA 0.413000 mg,ORAL,frasco de polietileno de alta densidad por 200 mL. Pack x 4 frascos de polietileno de alta densidad por 200 mL cada uno,A11AA01,Multivitamínicos con hierro,A11,A11A
DE3116,FRESENIUS KABI PERU S.A.,DIBEN 1.5 DRINK SABOR FRUTOS DEL BOSQUE .,FRESENIUS KABI DEUTSCHLAND GmbH.,MILILITRO,EMULSION ORAL,ALEMANIA,INMEDIATA,PALMITATO DE RETINOL 0.264000 mg BETACAROTENO 0.330000 mg COLECALCIFEROL 0.002000 mg DL-ALFA ACETATO DE TOCOFEROL 1.080000 mg FITOMENADIONA 0.016000 mg,ORAL,Frasco de polietileno de alta densidad por 200 mL. Pack x 4 frascos de polietileno de alta densidad por 200 mL cada uno,A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3118,FUTURE PHARMA SOCIEDAD ANONIMA CERRADA,LEVROISO WHEY VANILLA .,FITNESS AUTHORITY SP. Z O.O.,DOSIS 30.00 g,POLVO ORAL,POLONIA,INMEDIATA,POR DOSIS 30.00 g - AISLADO DE PROTEINA DE SUERO DE LECHE 29.190000 g,ORAL,"Frasco de polietileno de alta densidad y/o de polietilentereftalato blanco, negro o plateado por 205, 410, 820, 840, 870, 900, 908, 930, 1000, 1020, 1200, 1230, 1400, 1500, 1600, 1800, 1900, 2000, 2200, 2270, 3000, 3200, 3500 gramos, con cuchara dosificadora de polipropileno incoloro",V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
DE3123,LAB NUTRITION CORP S.A.C.,GENTLE IRON 25MG,SOLGAR,CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,HIERRO AMINOQUELADO 131.250000 mg,ORAL,"Frasco de vidrio tipo III ámbar por 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200 y 210 capsulas.",B03AE,Hierro en otras combinaciones,B03,B03A
DE3127,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,HYALURONIC ACID 100 mg,MASON VITAMINS INC.,CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,ACIDO HIALURONICO 100.000000 mg,ORAL,"Frasco de politereftalato de etileno ámbar por 30, 60, 90 y 100 cápsulas con tapa de polietileno de baja densidad o polipropileno amarillo. (exp.24105422",M09AX01,Ácido hialurónico,M09,M09A
DE3128,DROGUERIAS UNIDAS DEL PERU SOCIEDAD ANONIMA CERRADA,CALCIOFAR B12 .,INDUFAR C.I.S.A.,DOSIS 5.00 mL,SUSPENSION ORAL,PARAGUAY,INMEDIATA,POR DOSIS 5.00 mL - VITAMINA B12 25.000000 MCG VITAMINA D3 750.000000 UI FLUORURO DE SODIO 1.500000 mg FOSFATO TRICALCICO 0.300000 g,ORAL,"caja de cartón con un frasco de polietilentereftalato ámbar x 30, 60, 120 y 240 mL. con tapa de polipropileno blanco.",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3132,INRETAIL PHARMA S.A.,BIOCORD E200 .,PROCAPS S.A.,CAPSULA,CAPSULA BLANDA,COLOMBIA,INMEDIATA,PANAX GINSENG 40.000000 mg SULFATO DE MANGANESO 3.100000 mg SULFATO DE POTASIO 18.000000 mg DL-ALFA ACETATO DE TOCOFERIL 200.000000 mg RIBOFLAVINA 2.200000 mg RUTINA 10.000000 mg SULFATO FERROSO 33.000000 mg SULFATO DE COBRE PENTAHIDRATADO 2.800000 mg SULFATO DE MAGNESIO 71.000000 mg ACIDO FOLICO 1.000000 mg ACIDO ASCORBICO 30.000000 mg PANTOTENATO DE CALCIO 17.500000 mg SULFATO DE COBALTO 0.240000 mg MONONITRATO DE TIAMINA 2.500000 mg PALMITATO DE RETINOL 2.940000 mg CIANOCOBALAMINA 1.150000 mg COLECALCIFEROL 0.440000 mg CLORHIDRATO DE PIRIDOXINA 1.050000 mg CLORHIDRATO DE PROCAINA 25.000000 mg FOSFATO DIBASICO DE CALCIO MONOHIDRATO 307.500000 mg FLUORURO DE SODIO 0.200000 mg MOLIBDATO DE SODIO 0.130000 mg NICOTINAMIDA 8.180000 mg OXIDO DE ZINC 0.250000 mg,ORAL,"Caja de cartón con 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 120, 130, 140, 150, 200, 300, 400 y 500 cápsulas blandas en blister de policloruro de vinilo incoloro y aluminio plateado.",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3133,PHARMACEUTICAL DISTOLOZA S.A.,RESTAFLORA-PD® 250 mg,ALAX BIORESEARCH PVT. LTD.,VIAL,POLVO PARA SUSPENSION ORAL,INDIA,INMEDIATA,SACCHAROMYCES BOULARDII 250.000000 mg,ORAL,"Caja de cartón con 2, 10, 20, 30, 40, 50, 100 y 500 sobres de color blanco de polietileno de baja densidad/aluminio/poliéster",A07FA02,Saccharomyces boulardii,A07,A07F
DE3135,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,BIOTIN 10000 MCG PLUS KERATIN 100 MG 10000 mcg / 100 mg,MASON VITAMINS INC.,VIAL,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"D-BIOTINA 10,000.000000 MCG QUERATINA 100.000000 mg",ORAL,"Frasco de politereftalato de etileno ámbar por 30, 60, 90 y 100 tabletas con tapa de polietileno de baja densidad o polipropileno amarillo.",A11HA05,Biotina,A11,A11H
DE3136,CORPORACION PHARMA SOLUTIONS PERU S.A.C.,FEQOXIL DONNA .,GRICAR CHEMICAL SRL,COMPRIMIDO,COMPRIMIDO MASTICABLE,ITALIA,INMEDIATA,INOSITOL 100.000000 mg COENZIMA Q10 100.000000 mg VITAMINA D3 4.000000 MCG ACIDO FOLICO 200.000000 MCG L-SELENIOMETIONINA 4.030000 mg VITAMINA B12 2.000000 MCG,ORAL,caja de carton conteniendo 30 comprimidos masticables en blister de PVDC/PE/PVC/blanco y aluminio (plateado),A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3138,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,METADIN® .,PHARMACROSS S.A.,VIAL,TABLETA RECUBIERTA,GUATEMALA,INMEDIATA,ACIDO TIOCTICO 600.000000 mg,ORAL,"Caja de cartulina x 1, 2, 3, 10, 15, 20, 25, 30, 40, 50 y 60 tabletas recubiertas en blíster OPA/aluminio/PVC y aluminio. Estuche de cartulina x 1, 2 y 3 tabletas recubiertas en blíster OPA/aluminio/PVC y aluminio",A16AX01,Ácido tióctico,A16,A16A
DE3148,THEFAR S.A.C.,NINJACAL .,ENICAR PHARMACEUTICALS PVT. LTD.,DOSIS 5.00 mL,SUSPENSION ORAL,INDIA,INMEDIATA,POR DOSIS 5.00 mL - CARBONATO DE CALCIO 625.000000 mg VITAMINA D3 0.003100 mg LISINA 20.000000 mg GLUCONATO DE ZINC 17.425000 mg,ORAL,"Caja de cartón conteniendo un frasco PET ámbar x 200 mL, incluye vaso dosificador de polipropileno o cucharita dosificadora de polipropileno Ref. exp. 21-016671-1 de 19-02-2021 Formato virtual",A12AA04,Carbonato de calcio,A12,A12A
DE3151,ORIFLAME PERU S.A.,MARINE CALCIUM & VITAMIN D .,THOMPSON & CAPPER LTD,TABLETA,TABLETA MASTICABLE,REINO UNIDO,INMEDIATA,CARBONATO DE CALCIO 625.000000 mg VITAMINA D3 0.003100 mg LISINA 20.000000 mg GLUCONATO DE ZINC 17.425000 mg,ORAL,frasco de PEAD blanco conteniiendo 30 tabletas masticables con tapa de PEBD blanco,A11JB,Vitaminas con minerales,A11,A11J
DE3156,PRO NUTRITION SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,MASS COOKIES & CREAM FLAVOUR (MUTANT) .,FIT FOODS LTD.,DOSIS 280.00 g,POLVO PARA SUSPENSION ORAL,CANADA,INMEDIATA,POR DOSIS 280.00 g - CONCENTRADO DE PROTEINA DE SUERO DE LECHE 76.000000 g PROTEINA HIDROLIZADA DE SUERO 1.000000 g PROTEINA AISLADA DE SUERO 1.000000 g CASEINA MICELAR POLVO 1.000000 g CONCENTRADO DE PROTEINA DE LECHE 1.000000 g AISLADO DE PROTEINA DE LECHE 1.000000 g,ORAL,"Bolsa de PEMD/Aluminio/PEBD o Bolsa de PEBD/Aluminio/poliéster o Bolsa de PEBD/Aluminio/PET, rojo, negro o dorado x 47 g, 280 g, 454 g, 2 270 g, 3 175.1 g, 4 535.9 g, 5 443 g, 6 800 g, 7 257.4 g, 7 711 g, 9 071.8 g y 9 979 g con cuchara medidora de PP blanco, incoloro o amarillo. Frasco de PEAD o PET, rojo o negro x 280 g, 454 g, 2 270 g, 3 175.1 g, 4 535.9 g, 5 443 g, 6 800 g, 7 257.4 g, 7 711 g, 9 071.8 g y 9 979 g con cuchara medidora de PP blanco, incoloro o amarillo.",V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
DE3159,4 LIFE RESEARCH PERU S.R.L.,NANO FACTOR GLUTAMINE PRIME .,"BIOMEDICAL RESEARCH LABORATORIES, LLC.",CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,L-GLUTAMINA 403.000000 mg ARGININA 60.000000 mg N-ACETIL-L-CISTEINA 40.000000 mg ACIDO ALFA LIPOICO 15.000000 mg L-ALANIL-L-GLUTAMINA 10.000000 mg CALOSTRO BOVINO (POLVO) 5.000000 mg,ORAL,frasco de polietileno de alta densidad plateado o blanco x 120 cápsulas con tapa de polipropileno azul o blanco,A16AX,Productos varios para el tracto alimentario y el metabolismo,A16,A16A
DE3160,EXELTIS PERU S.A.C.,HEMOFOLIC .,"LABORATORIOS LICONSA, S.A.",CAPSULA,CAPSULA BLANDA,ESPAÑA,INMEDIATA,ACIDO FOLICO 0.815000 mg HIERRO REDUCIDO 358.000000 mg,ORAL,"Caja de cartón x 1, 2, 4, 10, 15, 20 y 30 cápsulas blandas en blíster de PVC/PVDC incoloro y aluminio plateado",B03AD,Hierro en combinación con ácido fólico,B03,B03A
DE3164,FUTURE PHARMA SOCIEDAD ANONIMA CERRADA,LEVROISO WHEY CHOCOLATE .,FITNESS AUTHORITY SP. Z O.O.,DOSIS 30.00 g,POLVO PARA SUSPENSION ORAL,POLONIA,INMEDIATA,POR DOSIS 30.00 g - AISLADO DE PROTEINA DE SUERO DE LECHE 27.540000 g,ORAL,"Frasco PEAD o PET blanco, negro, o plateado por 205, 410, 820, 840, 870, 900, 908, 930, 1000, 1020, 1200, 1230, 1400, 1500, 1600, 1800, 1900, 2000, 2200, 2270, 3000, 3200, 3500 g, con tapa de PEAD o PET negro, blanco o plomo, con cuchara dosificadora de polipropileno incoloro, negro, blanco, plomo y dorado por 30g. Sobre de poli(tereftalato de etileno)/aluminio/polietileno de baja densidad plateado, negro, gris, dorado ,celeste, blanco o azul por 30g.",A16AX,Productos varios para el tracto alimentario y el metabolismo,A16,A16A
DE3168,NATURE´S SUNSHINE PRODUCTS DEL PERU S.A.,MEGA CHELATED VEG .,"RIOJA NATURE PHARMA, S.L.",CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,BETACAROTENO 1.350000 mg L-METIONINA 2.430000 mg CLORHIDRATO DE L-CISTEINA MONOHIDRATO 10.420000 mg ACIDO FOLICO 0.020000 mg COENZIMA Q10 0.550000 mg ARGININA 83.330000 mg CITROBIOFLAVONOIDES 2.900000 mg ACIDO L-ASCORBICO 222.000000 mg GINKGO BILOBA D2 1.740000 mg RUTINA 1.830000 mg COLECALCIFEROL 0.180000 mg L-SELENIOMETIONINA 2.800000 mg ALFA -ACETATO DE TOCOFEROL 17.720000 mg CLORHIDRATO DE TIAMINA 12.370000 mg RIBOFLAVINA 2.670000 mg VITAMINA B12 13.830000 mg NICOTINAMIDA 5.500000 mg CLORHIDRATO DE PIRIDOXINA 10.130000 mg D-BIOTINA 0.010000 mg D-PANTOTENATO DE CALCIO 30.070000 mg FOSFATO DIBASICO DE CALCIO ANHIDRO 76.640000 mg FUMARATO FERROSO 1.620000 mg GLUCONATO DE COBRE 0.100000 mg HIDROXIDO DE MAGNESIO 53.200000 mg GLUCONATO DE ZINC 12.600000 mg ACETATO DE VITAMINA A 2.220000 mg GLUCONATO DE MANGANESO 2.170000 mg CROMO PICOLINATO 0.090000 mg GLUCONATO DE POTASIO 132.810000 mg ACIDO PARA AMINOBENZOICO 3.830000 mg INOSITOL 0.580000 mg,ORAL,Frasco de polietileno tereftalato blanco x 90 cápsulas,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3169,MEGA LABS LATAM S.A.,DAEHA .,KOROTT S.L.U.,VIAL,POLVO ORAL,ESPAÑA,INMEDIATA,"BIFIDOBACTERIUM LACTIS 1,000,000,000.000000 UFC BIFIDOBACTERIUM LONGUM 1,000,000,000.000000 UFC LACTOBACILLUS CASEI 1,000,000,000.000000 UFC",ORAL,Caja de cartón x 30 sobres de papel/polietileno de baja densidad/aluminio/copolímero de etileno y ácido metacrílico (Surlyn) celeste conteniendo 3 g de polvo oral,V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
DE3170,NATURAL CENTER IMPORT S.A.C.,B12 5000 mcg,REXALL SUNDOWN,TABLETA,TABLETA SUBLINGUAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"METILCOBALAMINA 5,000.000000 MCG",ORAL,Frasco de polietileno de alta densidad ámbar x 90 tabletas sublinguales,A11AA01,Multivitamínicos con hierro,A11,A11A
DE3185,NATURE´S SUNSHINE PRODUCTS DEL PERU S.A.,GRAPE AND PINE WITH LYCOPENE .,"RIOJA NATURE PHARMA, S.L.",CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,EXTRACTO ALCOHOLICO DE VITIS VINIFERA (UVA) 78.950000 mg CITRUS SINENSIS (FRUTA) EN POLVO 25.000000 mg ACIDO L-ASCORBICO 20.000000 mg CITRATO DE ZINC 15.820000 mg LICOPENO 5.000000 mg SELENOMETIONINA 2.750000 mg PINUS SYLVESTRIS D4 1.000000 mg,ORAL,Frasco de polietileno de alta densidad color blanco por 90 cápsulas,A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3188,PHARMARIS PERU S.A.C.,PREBIOTIC + PROBIOTIC .,WEST COAST PHARMACEUTICAL WORKS LTD,SOBRE,POLVO PARA SOLUCION ORAL,INDIA,INMEDIATA,"STREPTOCOCCUS FAECALIS 30,000,000,000.000000 UFC CLOSTRIDIUM BUTYRICUM 2,000,000,000.000000 UFC BACILLUS MESENTERICUS 1,000,000,000.000000 UFC LACTOBACILLUS SPOROGENES 50,000,000,000.000000 UFC",ORAL,"Caja de cartón conteniendo 2, 5, 10, 15, 20, 30, 60, 90 y 120 sobres de polietileno de baja densidad/aluminio/papel x 0.5 g",A07FA,Microorganismos antidiarreicos,A07,A07F
DE3195,FARMACEUTICA CONTINENTAL E.I.R.L.,IRON 65 mg,"NHS U.S.,LLC",TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,SULFATO FERROSO DESECADO 211.800000 mg,ORAL,Frasco de Tereftalato de polietileno (PET) color Verde x 100 tabletas.,B03AA07,Ferroso sulfato,B03,B03A
DE3197,NATURAL CENTER IMPORT S.A.C.,VITAMIN D3 125 mcg/5000 UI,REXALL SUNDOWN,CAPSULA,CAPSULA BLANDA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"VITAMINA D3 5,000.000000 UI",ORAL,Frasco de polietileno de alta densidad color ámbar x 150 cápsulas blandas,A11CC05,Colecalciferol,A11,A11C
DE3204,BONAPHARM S.A.C.,BACILLUS CLAUSII 2000 millones ufc /5 mL,UNIQUE BIOTECH LIMITED,MILILITRO,SUSPENSION ORAL,INDIA,INMEDIATA,"ESPORAS DE BACILLUS CLAUSI 2,000,000,000.000000 UFC",ORAL,aja de cartón x 10 ampollas de polietileno de baja densidad incoloro de 5 mL,A07XA,Otros antidiarreicos,A07,A07X
DE3205,NHT GLOBAL PERU S.A.C.,GLUCOSAMINE 2200 .,CSB NUTRITION CORP,CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,CLORHIDRATO DE GLUCOSAMINA 700.000000 mg CARTILAGO DE TIBURON EN POLVO 48.000000 mg POLVO DE PERNA CANALICULUS 8MEJILLON DE LABIOS VERDES) 42.000000 mg EXTRACTO DE CURCUMA LONGA EN POLVO 10.000000 mg,ORAL,"Frasco de SAN (estireno acrilonitrilo) de color blanco con tapa de ABS (acrilonitrilo butadieno estireno) plateada mate x 15, 30, 60, 90, 100,150 y 200 cápsulas",M01AX05,Glucosamina,M01,M01A
DE3207,BONAPHARM S.A.C.,PROBACTS INMUNO .,ADM DENMARK A/S,DOSIS,POLVO ORAL,DINAMARCA,INMEDIATA,LACTOBACILLUS RHAMNOSUS 12.500000 mg BIFIDOBACTERIUM LACTIS 11.110000 mg,ORAL,"Caja de cartón x 10, 20, 30, 50 y 100 sobres de PETP/ALU/PE que contiene 1 g de Polvo Oral. Exp. 20-091150-1",A07FA01,"Ácido láctico, organismo productores de",A07,A07F
DE3210,BONAPHARM S.A.C.,DIGERMIN PLUS 4000 millones ufc /5 mL,UNIQUE BIOTECH LIMITED,MILILITRO,SUSPENSION ORAL,INDIA,INMEDIATA,"ESPORAS DE BACILLUS CLAUSI 4,000,000,000.000000 UFC",ORAL,Caja de cartón x 5 y 10 ampollas de polietileno de baja densidad incoloro de 5 mL exp.21-002033 autt.,A07XA,Otros antidiarreicos,A07,A07X
DE3214,UFS PHARMACEUTICAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - UFS PHARMACEUTICAL S.R.L.,SHADOWHEY VANILLA .,BEDECOKFT,DOSIS 30.00 g,POLVO PARA SUSPENSION ORAL,HUNGRIA,INMEDIATA,POR DOSIS 30.00 g - CONCENTRADO DE PROTEINAS DE SUERO 28.320000 g,ORAL,Frasco de polietileno tereftalato de color negro x 2000 g,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3217,INTIHUATANA PHARMACEUTICAL S.A.C.,"NEO AL 600,MG",TISHCON CORP.,CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,ACIDO ALFA LIPOICO 600.000000 mg L-LEUCINA 10.000000 mg,ORAL,"Caja de carton conteniendo un frasco de Polietileno de Alta densidad por 2, 7, 8, 15, 30,60, 120 cápsulas",A16AX01,Ácido tióctico,A16,A16A
DE3218,FUTURE PHARMA SOCIEDAD ANONIMA CERRADA,100% CREATINE MONOHYDRATE .,FITNESS AUTHORITY SP. Z O.O.,DOSIS,POLVO ORAL,POLONIA,INMEDIATA,CREATINA MONOHIDRATO 2.500000 g,ORAL,"Frasco PEAD o PET blanco, negro, plateado, plomo o dorado x 50g, 100g, 150g, 200g, 250g, 300g, 350g, 400g, 450g, 500g, 600g, 750g, 800g, 900g, 1000g, 1200g, con tapa de PEAD o PET blanco, negro, plomo, dorado o plateado, con cuchara dosificadora de polipropileno incoloro, negro, blanco, plomo o dorado por 2.5g.",A16AX,Productos varios para el tracto alimentario y el metabolismo,A16,A16A
DE3219,DROGUERIAS DEL MUNDO S.A.,GENACOL ORIGINAL 400 mg,PNP PHARMACEUTICALS INC.,CAPSULA,CAPSULA,CANADA,INMEDIATA,COLAGENO HIDROLIZADO BOVINO TIPO II 400.000000 mg,ORAL,Frasco PEAD blanco x 90 cápsulas.,A16AX,Productos varios para el tracto alimentario y el metabolismo,A16,A16A
DE3220,UNIMED DEL PERU S.A.,GESTAVIT DHA MUJER .,PROCAPS S.A.,CAPSULA,CAPSULA BLANDA,COLOMBIA,INMEDIATA,ACIDO DOCOSAHEXAENOICO (PESCADO) 150.000000 mg COLECALCIFEROL 0.400000 mg DL-ALFA ACETATO DE TOCOFERILO 10.000000 mg ASCORBATO DE SODIO 78.733300 mg MONONITRATO DE TIAMINA 3.000000 mg RIBOFLAVINA 3.400000 mg NICOTINAMIDA 17.000000 mg CLORHIDRATO DE PIRIDOXINA 4.000000 mg ACIDO FOLICO 0.600000 mg VITAMINA B12 2.200000 MCG GLICINATO DE HIERRO 150.000000 mg OXIDO DE ZINC 18.671000 mg CARBONATO DE CALCIO 312.500000 mg ACIDO EICOSAPENTAENOICO (EPA) 26.000000 mg PALMITATO DE VITAMINA A 1.567100 mg,ORAL,"Caja de cartón x 2, 3, 4, 5, 10, 15, 20, 25, 30, 35, 40, 50, 60, 80, y 100 cápsulas blandas en blíster PVC/PVDC incoloro - aluminio.",A16AX,Productos varios para el tracto alimentario y el metabolismo,A16,A16A
